,country_zone,country_name_en,country_currency_code,day,new_customer_amount,generic_customer_amount,total_amount
22,Europe,Austria,EUR,2018-01-29,736.8036719474495,2712.4633170756174,7986.478355767736
23,Europe,Austria,EUR,2018-01-30,1077.0945244532998,3336.8230551515685,8451.049345710506
24,Europe,Austria,EUR,2018-01-31,477.39354380530864,3452.226039914422,8926.470188921578
25,Europe,Austria,EUR,2018-02-01,563.20601965461,4485.921151294512,10068.663832984692
26,Europe,Austria,EUR,2018-02-02,1379.9040656686504,6341.246060174234,13414.364040810326
27,Europe,Austria,EUR,2018-02-03,1927.3284805693659,6543.447871083507,14281.365951977405
28,Europe,Austria,EUR,2018-02-05,884.7562165152104,3503.516255364579,9110.91769448272
29,Europe,Austria,EUR,2018-02-06,1553.50171796149,2972.8597955148766,9615.929046607343
30,Europe,Austria,EUR,2018-02-07,1797.1302413497363,3545.9293181406706,8434.281390659493
31,Europe,Austria,EUR,2018-02-08,1121.480287823628,3202.6794147434653,7317.732854321456
32,Europe,Austria,EUR,2018-02-09,2371.186114272649,4245.251678797621,13464.667905963364
33,Europe,Austria,EUR,2018-02-10,1296.064290413586,5662.637055756771,12641.065407869495
34,Europe,Austria,EUR,2018-02-12,1618.6008375713047,3932.578634611086,9016.228065959353
35,Europe,Austria,EUR,2018-02-13,600.6873309451095,5300.646496714316,8692.705168504515
36,Europe,Austria,EUR,2018-02-14,1012.9817551406032,5965.446596972121,10210.698275769742
37,Europe,Austria,EUR,2018-02-15,1730.0584211456846,2996.5322026457184,9469.94920263382
38,Europe,Austria,EUR,2018-02-16,2909.7333764992986,4638.805447347865,13118.458951674804
39,Europe,Austria,EUR,2018-02-17,2166.0252524720204,6918.260983988502,19060.233141516084
40,Europe,Austria,EUR,2018-02-19,1305.92779338477,4748.290330328008,9995.67391099793
41,Europe,Austria,EUR,2018-02-20,1001.1455515751824,3222.4064206858334,7142.16250143438
42,Europe,Austria,EUR,2018-02-21,949.8553361250252,5160.584754523502,8439.213142145085
43,Europe,Austria,EUR,2018-02-22,834.4523513621717,3263.8331331648064,6926.151786365449
44,Europe,Austria,EUR,2018-02-23,2040.7587647379826,3304.273495346661,11184.22601902561
45,Europe,Austria,EUR,2018-02-24,1587.0376280635157,7702.409470197635,14712.401031818148
46,Europe,Austria,EUR,2018-02-26,528.6837592554658,2310.0323958513077,6219.92497362867
47,Europe,Austria,EUR,2018-02-27,642.1140434240825,5755.353983685901,8614.783495032161
48,Europe,Austria,EUR,2018-02-28,1355.2453082406903,5140.857748581134,10883.389178404495
49,Europe,Austria,EUR,2018-03-01,1248.7194761519024,5682.364061699139,10265.933892408373
50,Europe,Austria,EUR,2018-03-02,1697.5088613407772,6639.123849903993,13351.237621794748
51,Europe,Austria,EUR,2018-03-03,2027.9362108754433,10202.807473392795,20752.81025137127
52,Europe,Austria,EUR,2018-03-05,1419.3580775533867,5575.838229610351,10745.300136807919
53,Europe,Austria,EUR,2018-03-06,1193.4838595132717,4412.93122930775,9647.492256115132
54,Europe,Austria,EUR,2018-03-07,1707.3723643119613,4315.282549893028,9398.931981241294
55,Europe,Austria,EUR,2018-03-08,733.8446210560943,7753.699685647792,12315.569809820421
56,Europe,Austria,EUR,2018-03-09,1277.3236347683362,4054.886071453768,11828.312763043928
57,Europe,Austria,EUR,2018-03-10,2379.076916649596,7396.640878090929,16832.067820325603
58,Europe,Austria,EUR,2018-03-12,1670.8774033185803,2541.824715674133,6758.47223585532
59,Europe,Austria,EUR,2018-03-13,2154.1890489065995,4383.340720394198,13063.223335036173
60,Europe,Austria,EUR,2018-03-14,583.9193758940966,5207.929568785185,9444.30409490874
61,Europe,Austria,EUR,2018-03-15,2108.816935239153,3102.071684437388,8873.207272877184
62,Europe,Austria,EUR,2018-03-16,2771.6443349027218,4087.4356312586756,12049.255229598451
63,Europe,Austria,EUR,2018-03-17,0.0,195.29735882944445,195.29735882944445
64,Europe,Austria,EUR,2018-03-18,0.0,0.0,0.0
65,Europe,Austria,EUR,2018-03-20,1907.6014746269977,8014.096164087051,13463.681555666246
66,Europe,Austria,EUR,2018-03-21,2447.135087150766,6503.007508901653,13657.006213901454
67,Europe,Austria,EUR,2018-03-22,1408.5082242850842,4127.875993440531,11403.195784985895
68,Europe,Austria,EUR,2018-03-23,1796.1438910526178,8151.198855386509,18319.48406838016
69,Europe,Austria,EUR,2018-03-24,3108.9761365172167,6376.754670870497,20128.450513295316
70,Europe,Austria,EUR,2018-03-26,1331.5729011098485,4071.654026504781,11374.591626369462
71,Europe,Austria,EUR,2018-03-27,1177.7022547593772,4152.534750868491,9419.64533748078
72,Europe,Austria,EUR,2018-03-28,1962.8370912656285,2933.4057836301404,9856.598519104235
73,Europe,Austria,EUR,2018-03-29,2257.755830104032,4319.2279510815015,12955.711152650267
74,Europe,Austria,EUR,2018-03-30,1459.7984397352413,6786.090044174635,15084.255093831787
75,Europe,Austria,EUR,2018-03-31,1530.8156611277666,5461.421595144616,12255.402441696198
76,Europe,Austria,EUR,2018-04-03,964.6505905818013,4324.1597025670935,9322.983008363177
77,Europe,Austria,EUR,2018-04-04,819.6570969053956,2541.824715674133,7731.999979111187
78,Europe,Austria,EUR,2018-04-05,1669.8910530214619,3000.477603834192,13870.05787807903
79,Europe,Austria,EUR,2018-04-06,958.7324887990909,5411.117729991577,11151.676459220702
80,Europe,Austria,EUR,2018-04-07,1176.7159044622588,3429.5399830806987,9483.758106793477
81,Europe,Austria,EUR,2018-04-09,1786.2803880814338,3544.942967843552,9055.682077844089
82,Europe,Austria,EUR,2018-04-10,1542.6518646931875,2835.757104215418,8118.649295581602
83,Europe,Austria,EUR,2018-04-11,1056.3811682138132,3706.704416570971,6726.909026347531
84,Europe,Austria,EUR,2018-04-12,1380.8904159657689,4591.460633086182,8037.768571217893
85,Europe,Austria,EUR,2018-04-13,828.5342495794613,5144.803149769607,10875.498376027548
86,Europe,Austria,EUR,2018-04-14,1824.7480496690516,4173.248107107977,11204.939375265096
87,Europe,Austria,EUR,2018-04-16,1746.8263761966975,2865.3476131289704,7708.327571980345
88,Europe,Austria,EUR,2018-04-17,1007.0636533578928,3671.195805874708,10437.558844106976
